"Cortex1"	"Cortex2"	"Cortex3"	"PD1"	"PD2"	"PD3"	"PD4"	"TRK1"	"TRK2"	"TRK3"	"MM.turquoise"	"MM.blue"	"MM.yellow"	"MM.black"	"MM.green"	"group"
"784"	251536.87	269624.85	279131.11	106830.53	135984.57	131757.42	149091.44	161972.6	184164.58	156773.63	0.84874436746354	-0.743973746264859	-0.275205311121607	-0.611092616707211	-0.962954680114266	"turquoise"
"785"	31071.8	29426.97	33385.2	16197.31	23612.91	18943.29	21712.91	15394.14	18582.41	18387.23	0.948707916083472	-0.897397787275428	-0.658851482350888	-0.196301873006959	-0.782955978355301	"turquoise"
"786"	27048.89	26477.05	26988.12	18747.43	18059.11	16417.06	20792.69	17984.81	18004.11	16748.39	0.958591445011998	-0.884859768271608	-0.573190700407289	-0.32911753973925	-0.864809113617979	"turquoise"
"787"	2591682.57	2523396.48	2648326.37	2070337.25	2111744.31	1997865.28	1983739.61	1634422.49	1639939.41	1764876.93	0.96963603192089	-0.948541360291302	-0.832282392104297	0.0525813872741008	-0.633097303307442	"turquoise"
"788"	2292328.46	2180590.61	2493935.85	1688369.45	1799829.49	1494066.88	1634880.49	1062221.52	1146558.14	1324499.94	0.952843810846685	-0.941542733746438	-0.840113622542873	0.0678407659352395	-0.619374177353184	"turquoise"
"789"	679732.36	649517.35	664891.03	333760.5	344632.88	356032.93	435599.43	263011.02	266813.44	352674.77	0.988995823713927	-0.970307467561643	-0.704806587976396	-0.205534151248503	-0.807581859119289	"turquoise"
"790"	2261612.13	2101423.28	2270115	1030824.42	1062574.42	1088077.49	1269873.07	890281.44	887024.79	1111190.23	0.987913558421131	-0.951448115961567	-0.641211527314871	-0.279276802411763	-0.849708196514965	"turquoise"
"791"	6329770.56	5829099.74	5821464.62	2461888.5	3226264.95	2387747.41	3171649.87	2135015.84	2069831.85	2640903.65	0.990210240013615	-0.947594326929159	-0.652546203578164	-0.255741881460688	-0.83809551148663	"turquoise"
"792"	1340530.2	1237592.98	1274544.8	614232.3	676215.38	555348.06	771427.43	552856.07	504046.1	645203.38	0.987372652092263	-0.950289041711377	-0.637785886796368	-0.285671123685078	-0.85435837136893	"turquoise"
"793"	394241.91	334451.65	396326.5	163371.21	190713.02	146218.23	210420.53	154611.05	177670.16	161688.5	0.962669429862229	-0.893417816734805	-0.566597334427587	-0.344417694573268	-0.877314497459287	"turquoise"
"794"	755984.52	779910.32	628046.1	365193.44	396658.69	469544.7	443591.01	257787.41	248199.56	385727.91	0.957478542464102	-0.955212664935204	-0.754803747232513	-0.0814446416917695	-0.703032455092022	"turquoise"
"795"	361514.5	311786.69	360726.92	210465.77	207080.5	179409.73	269722.96	170401.39	147020.45	199598.96	0.955717132481881	-0.95036311436523	-0.720243005523497	-0.16128432730521	-0.758640578734365	"turquoise"
"796"	785722.95	793619.47	833787.17	492189.62	496344.73	472268.63	578455.39	434654.3	415675.39	509199.9	0.984625276767399	-0.963707002334897	-0.673144142687183	-0.243001289602186	-0.829154418058191	"turquoise"
"797"	1871246.85	1793484.35	1676986.49	900996.95	1082712.21	945656.71	1091536.54	763849.18	802565.9	938537	0.990938043229935	-0.954012705795188	-0.683526373732331	-0.215327189801599	-0.814418512507188	"turquoise"
"798"	871164.06	840624.77	859244.44	475467.75	480602.59	453705.4	571667.12	413940.36	424293.84	478989.7	0.989018284825042	-0.951083158140069	-0.648748917041152	-0.276116372188625	-0.85230226943787	"turquoise"
"799"	267701.6	256724.96	215163.19	137651.05	135929.58	153091.22	157949.43	85889.34	84806.81	116773.3	0.965844176810689	-0.95581502449023	-0.787207473390327	-0.041705432158737	-0.685093369345449	"turquoise"
"800"	96542.89	93156.39	94845.87	59962.02	61759.07	57036.47	65773.45	56857.9	57961.18	56372.09	0.984114217336147	-0.917240798568727	-0.60588948818497	-0.304002400038211	-0.863908206556637	"turquoise"
"801"	1701339.59	1753673.3	1680320.47	750917.27	895249.3	689439.82	875079.15	675341.71	635783.85	776699.05	0.988944758221496	-0.939506802768732	-0.621304956607907	-0.289275622818633	-0.857866404389468	"turquoise"
"802"	37035.08	47351.89	39231.63	23648.1	28248.67	25653.27	27699.65	23806.81	22758.24	22716.9	0.934115209370899	-0.870662793726169	-0.6146240592341	-0.20725567319013	-0.770238886620627	"turquoise"
"803"	1434215.97	1377441.06	1342782.88	744714.42	1072449.85	839546.07	984025.69	528505.15	662866.31	822488	0.954367465231306	-0.949484340490394	-0.79173441953221	-0.0360793653475013	-0.688687709608496	"turquoise"
"804"	1933540.88	1921252.93	1996269.03	1211444.87	1580350.72	1278578.9	1555327.78	855475.11	1084628.7	1294049.73	0.93688650272762	-0.945800004709019	-0.817615838509859	0.00400397885843701	-0.658865374843022	"turquoise"
"805"	3233711.55	3048760.66	3118251.91	2171746.79	2266296.29	2202358.71	2376196.59	2012243.22	2076043.79	2112252.17	0.991821938996498	-0.942095436609499	-0.670443642795611	-0.230888526706184	-0.823870793968574	"turquoise"
"806"	64938.67	61766.16	59754.35	37065.99	34430.49	39638.06	38291.06	30556	36239.79	39765.2	0.967361732831251	-0.932626187235002	-0.607059050978435	-0.306169770274499	-0.853925723492744	"turquoise"
"807"	40070.52	45847.03	43688.86	30287.46	33016.25	28904.98	29900.84	44609.52	47815.83	41103.1	0.227136013436295	-0.0881448283804586	0.486340808236153	-0.929646042857475	-0.734136917645681	"turquoise"
"808"	112013.42	95869.2	119171.34	62769.59	60026.99	62018.03	81315.24	41299.39	56423.17	61802.41	0.94665173992489	-0.932980141641101	-0.711950217998572	-0.16863901341439	-0.766353811901688	"turquoise"
"809"	1064623.42	1031550.76	1027031.18	790835.32	804663.64	721178.08	779536.32	661629.71	651168.85	703736.85	0.992530606798904	-0.960399832222827	-0.749594684580417	-0.106225728497181	-0.747532697479735	"turquoise"
"810"	100729828.4	96030833.45	97591239.1	68637376.04	66012008.59	68716132.96	66326817.26	58368379.54	55534161.35	67236060.45	0.988573257325591	-0.969262719413739	-0.697065358558866	-0.185324656115444	-0.786612641528664	"turquoise"
"811"	262225.86	251418.26	258800.57	138676.93	166336.54	183253.55	157274.44	101241.57	112208.17	132498.05	0.969529455001857	-0.944305173754754	-0.780178078344985	-0.0321747161457598	-0.68209690257571	"turquoise"
"812"	847101.94	752804.37	843772.61	504383.96	555727.78	503794.22	524489.44	337462.88	349992.86	366810.13	0.974437937694414	-0.937369177837587	-0.802126051890222	0.00067234270187165	-0.66776296249831	"turquoise"
"813"	320169.98	322704.28	355147.46	208626.4	223418.66	211960.19	243761.82	169917.26	188423.51	209454.18	0.98007643561097	-0.95631733095012	-0.719128667659838	-0.166921821929889	-0.784741677986353	"turquoise"
"814"	1402814.65	1535698.77	1480993.98	1072638.24	1160807.53	970835.29	1056960.61	931632.7	912473.06	982459.34	0.975743991608666	-0.933679003011813	-0.699077056149283	-0.143543217363256	-0.762786703424825	"turquoise"
"815"	96661.97	102994.46	86598.65	85232.55	82524.42	96931.64	78846.72	62429.92	62247.06	78507.8	0.729129733421747	-0.791490484853794	-0.857567776515901	0.359098833863298	-0.268977640354587	"turquoise"
"816"	476283.72	478432.58	437662.97	358387.72	338629.29	335729.87	335067.4	299088.85	288437.6	300533.14	0.977706082180673	-0.934208636253629	-0.725657836797793	-0.103621025589401	-0.729111565521635	"turquoise"
"817"	10322347.79	9931162.52	11619156.72	4093986.38	4653643.95	4822869.7	5246986.8	3719056.82	3507473.28	4316731.06	0.980577083077449	-0.93155568670201	-0.629837087269411	-0.267325696224942	-0.835646423623982	"turquoise"
"818"	1105823.01	1141750.76	1063691.93	668489.41	741503.27	587079.81	724603.35	432943.47	451579.87	611957.6	0.985352790931685	-0.978220174289608	-0.782151439409145	-0.0763401205332704	-0.730385875654734	"turquoise"
"819"	338612.05	324072.42	330103.59	196847.47	198794.66	194348.52	237190.84	153025.85	173314.03	195339.8	0.98833319403574	-0.96568436315542	-0.712389744913836	-0.197458833623196	-0.807292965988741	"turquoise"
"820"	11803999.39	11962614.6	11904892	8019926.11	8382429.13	7901508.04	8435412.21	5688950.56	5970630.66	7164622.91	0.987534133920645	-0.977903832192248	-0.812760759626017	-0.0267410292814272	-0.698576043247392	"turquoise"
"821"	175177.93	180046.86	170782.65	117993.65	122178.1	117897.68	117805.61	97789.78	98498.68	112330.36	0.994934491896503	-0.965059234139959	-0.719479080420298	-0.152734188451256	-0.776523959605645	"turquoise"
"822"	170490.92	161413.58	160231.3	119424.39	127887.32	118500.57	117010.19	105582.63	97581	113947.68	0.98593329690652	-0.960878031218551	-0.736535984460545	-0.108422529043567	-0.736542906431799	"turquoise"
"823"	744951.47	707240.05	727305.13	474930.58	510763.37	414609.52	505264.71	409004.99	426531.26	444778.35	0.987742090947068	-0.9401215198809	-0.66228977114828	-0.237161909501523	-0.8299590346638	"turquoise"
"824"	828708.06	782496.82	774104.04	429580.39	435230.73	419527.79	458410.08	378229.4	358939.19	410200.88	0.992400975675324	-0.94428862094156	-0.638917445491418	-0.267981674275107	-0.842579949995526	"turquoise"
"825"	109244.73	117097.81	126071.71	50062.35	70883.55	60879.21	66615.86	43359.5	49509.04	51575.03	0.976727164722759	-0.92443558139133	-0.677841486528036	-0.186394912596883	-0.790090891998885	"turquoise"
"826"	891427.05	856877.54	878579.46	540648.29	556244.08	577054.12	600065.72	420132.81	440439.81	480210.8	0.992501737471629	-0.960123404855893	-0.758146743419072	-0.103537176530875	-0.744858192132843	"turquoise"
"827"	951675.23	1020693.37	934843.32	995094.2	1023646	1061500.84	991342.7	605342.77	608478.84	741587.92	0.506048448563208	-0.589064339518011	-0.944850922263512	0.745781314921182	0.10995229345723	"turquoise"
"828"	1899755.76	1885464.32	1834671.61	1358392.62	1445795.68	1381628.78	1389437.51	927427.22	965797.62	1099002.28	0.958602663155417	-0.949992330080826	-0.874990778073659	0.112946842898781	-0.589948606330418	"turquoise"
"829"	1528445.87	1453325.5	1411777.91	1072617.02	986717.91	1095479.19	1136950.12	947355.3	865315.39	955313.21	0.973555376958584	-0.945452391490862	-0.732047432026287	-0.120095526839064	-0.732811626139594	"turquoise"
"830"	3307650.83	3200890.42	3426399.1	2755896.25	2342831.63	2333723.53	3052321.18	2004729.31	1912137.85	2346271.49	0.900719698521656	-0.932382843129694	-0.823234366975458	0.0314684642874005	-0.607903824365024	"turquoise"
"831"	91862.68	95127.82	100725.86	75850.17	64877.64	54996.01	61687.56	49177.25	40985.72	54806.19	0.950371732100187	-0.940137152111793	-0.768844582006977	-0.0207504630042408	-0.664413183712799	"turquoise"
"832"	56367.91	51207.99	54327.2	60642.49	55825.8	44862.93	44726.51	30131.64	29960.01	37319.08	0.635264661461805	-0.68640453735312	-0.895819305406925	0.548021690987594	-0.103165062169605	"turquoise"
"833"	187775.37	207348.79	196745.23	244295.01	214169.94	238140.31	185203.36	108798.83	115178.78	142600.86	0.382205343591568	-0.460790646330743	-0.859500835550661	0.810127212202963	0.238511660973957	"turquoise"
"834"	3875206.18	3756672.84	3713630.38	2597726.37	2606574.05	2304989.41	2645715.66	2111044.46	2039116.24	2467801.53	0.994200652359422	-0.975883255999533	-0.716309434286387	-0.17780620203053	-0.793798811281472	"turquoise"
"835"	1448139.24	1260869.34	1370899.68	925725.26	1022356.44	763935.01	926694.48	743107.31	753895.94	897675.53	0.967282145251345	-0.945649732400686	-0.690314942919374	-0.182299814884908	-0.781572954478994	"turquoise"
"836"	47289.19	49390.35	60361.73	30044.64	46965.4	25879.04	33470.33	21688.1	27551.05	31608.07	0.872664795710182	-0.848132052236795	-0.678324284916673	-0.0692542641172366	-0.66140120975315	"turquoise"
"837"	6363232.3	6174435.1	6391979.15	3297695.92	2944551.52	2760482.2	3437307.48	2215211.36	2033985.61	2680604.28	0.995776228131271	-0.962135406624982	-0.696825875050482	-0.197806220081137	-0.805040208760412	"turquoise"
"838"	141549.05	121138.67	125634.49	78509.51	78384.54	67260.03	70687.35	61948.03	64725.58	71584.03	0.976864668145718	-0.929118812633345	-0.628640194137248	-0.259273937437193	-0.828257812189967	"turquoise"
"839"	192757.05	243457.85	187173.21	107662.62	117558.93	127105.92	148012.11	98672.59	107542.6	101466.27	0.92667513012884	-0.875372550938041	-0.643427863410884	-0.189886687646133	-0.757810901740762	"turquoise"
"840"	155037.86	161421.99	137849.9	92553.77	102077.65	97174.69	98648.72	91733.19	84158.57	88533.42	0.969276263244663	-0.908535412788858	-0.623584283217191	-0.239078188202751	-0.805293955716485	"turquoise"
"841"	32390911.85	31646150.71	30178449	21982788.99	22448293.56	20088504.76	21240928.81	17358063.57	17119852.32	19409992.84	0.992747897580477	-0.962786862248157	-0.740655707093195	-0.118372852013067	-0.753900136068629	"turquoise"
"842"	14039123.14	12663387	14322422.97	9458736.76	9786779.55	8851894.42	9816345.48	8215536.34	8104634.46	8801954.53	0.984056785438352	-0.945204150223175	-0.692645407645066	-0.186059978428016	-0.790513788621815	"turquoise"
"843"	45760809.76	39886419.31	41551398.77	28983147.95	27769738.57	29715087.55	31847479.22	24651765.56	25052944.9	29774372.43	0.970485819012702	-0.962792428477829	-0.699269836190223	-0.199476039908824	-0.787314275762703	"turquoise"
"844"	69657	55091.81	65080.94	41182.49	46224.09	40206.53	44762.43	32072.93	34005.95	33823.2	0.954313355684702	-0.911337820425325	-0.750996629485334	-0.0606516418613588	-0.69254968984021	"turquoise"
"845"	34483951.82	33225019.79	34798903.04	24510701.37	24568708.04	24600899.79	26133569.58	21542722.02	22454739.31	25112471.85	0.989964221471411	-0.971490662568508	-0.693375539866435	-0.21846450644397	-0.817918172408652	"turquoise"
"846"	572834.86	578086.58	583278.16	413498.32	452508.4	394398.76	443772.98	331069.66	346459	388849.07	0.985755199564778	-0.970589616720086	-0.790214806650425	-0.0603510074112754	-0.72214193199435	"turquoise"
"847"	61532.93	68564.74	69341.71	57612.26	63027.42	57413.43	55835.84	42309.93	43984.66	57224.57	0.807117808441213	-0.879013571117712	-0.880946931969419	0.271775616601218	-0.399724217254536	"turquoise"
"848"	97613116.25	92976092.94	98237588.85	68327027.74	68368532.89	65650601.68	69966770.21	59492178.14	59169549.85	66320450.17	0.995311621751086	-0.966269665028077	-0.694054165951495	-0.204666183354447	-0.809597298223259	"turquoise"
"849"	63842607.9	59096653.59	64111341.25	43274604.36	43663852.17	40768568.89	44652694.12	37682049.64	37034226.6	41029344.44	0.992004888089102	-0.956994485309913	-0.688705840046185	-0.205087563050399	-0.807113580585372	"turquoise"
"850"	35341.15	36553.02	39981.68	24927.37	22977.98	21381.51	20595.02	19402.83	21457.33	25105.44	0.94838647948333	-0.914858387972853	-0.573339290811471	-0.308460459745766	-0.845881864937362	"turquoise"
"851"	62354829.2	58302151.24	62795894.88	43501616.61	43722757.21	41361139.84	44545789.39	37941276.9	37813446.87	41652530.86	0.992823363603981	-0.959659655278055	-0.690958212913045	-0.203985988851736	-0.807586022618929	"turquoise"
"852"	470197.24	432562.35	428817.36	245274.33	245800.67	225141.87	270422.89	210689.26	202020.61	232531.47	0.990763469197532	-0.947559918221142	-0.646689869532969	-0.265886277723862	-0.842246975603795	"turquoise"
"853"	9501462.71	9193369.61	9672214.93	6665088.36	6754085.51	6328451.45	6934365.09	6111361.48	6150523.28	6550516.34	0.990903930114445	-0.946574140695789	-0.640605988342747	-0.272502149623658	-0.850030332270692	"turquoise"
"854"	61646011.54	61482485.71	64038885.87	31655107.06	33121922.1	25533990.33	32103138.67	25540444.6	25607754.11	29861509.74	0.987747115923961	-0.938480393882009	-0.619771594623899	-0.289491911791209	-0.858867167930743	"turquoise"
"855"	48650858.44	48906589.76	51407452.48	31692514.14	32564444.59	27068935.89	32258683.64	33657786.75	31752200.08	34741992.57	0.927843597645831	-0.865117318635043	-0.432665587648904	-0.488318296648693	-0.938653964210639	"turquoise"
"856"	5933946.23	5829884.89	5951296.93	4072811.43	3957288.54	3810310.8	4318816.48	3564263.1	3433113.5	3877065.89	0.9947716393407	-0.964211779218502	-0.68601659701743	-0.220398761647619	-0.819077205313163	"turquoise"
"857"	23892386.49	22080575.53	22970920.06	12145357.18	13122409.92	13070990.95	15187477.22	9588418.82	10787721.44	11526123.06	0.990650100966058	-0.952589505480053	-0.710851976309659	-0.182602535790793	-0.795394014020324	"turquoise"
"858"	19451943.07	18351275.04	19140944.6	12907937.04	13715699.34	13932985.68	15245556.42	11295018.13	12327641.89	12680908.19	0.97921254798934	-0.948773517478342	-0.741425426552132	-0.135196648371564	-0.760747212261358	"turquoise"
"859"	21126788.42	19417387.69	20616485.11	12409141.35	13493418.74	13615798.42	15582176.22	10598735.51	12055832.01	11837825.87	0.97555530158418	-0.934258114607243	-0.721427891569108	-0.155135302994428	-0.770643682104107	"turquoise"
"860"	488651.68	589047.99	353054.09	219666.98	345894	224642.03	190256.04	182626.52	177226.42	200199.15	0.879910376709985	-0.825131954046155	-0.60396459845001	-0.136450070404912	-0.685393534251971	"turquoise"
"861"	36534460.11	34191332.27	35089619.46	16797968.92	18379909.12	17671321.48	21921141.62	12945713.28	13760817.09	15820411.85	0.993488171754521	-0.956780249969832	-0.705759426185483	-0.192728505447027	-0.802620151589259	"turquoise"
"862"	9602810.6	9513624.03	9923771.22	6934865.87	6545990.53	6325757.48	7289627	5899673.27	5734460.26	6425652.6	0.990053802819819	-0.963387162377492	-0.700863300011904	-0.197303927518219	-0.803479276402484	"turquoise"
"863"	1026660.38	956905.01	906429.86	569255.78	634886.87	494289.82	570250.19	474269.25	473556.34	490457.3	0.983882943101556	-0.927468624954077	-0.661913472739203	-0.211298219932853	-0.805033911744072	"turquoise"
"864"	1140255.31	970431.9	893126.84	593905.71	610913.92	426667.85	572507.89	435289.3	432870.01	507153.35	0.963391806683265	-0.92511528796866	-0.653677557709817	-0.220619292398329	-0.797687252154692	"turquoise"
"865"	3493988.5	3434704.57	3456956.24	1640146.42	1929152.51	1720473.36	2105292.73	1350351.75	1400107.02	1736172.94	0.994794538463866	-0.962278720495797	-0.688024018448667	-0.2201400595523	-0.821511056443643	"turquoise"
"866"	55654052.37	57611981.07	55645291.47	32152553.31	35904002.01	34703309.84	39221238.05	28660294.59	30399637.58	32358407.58	0.990286419082967	-0.948575957373728	-0.687901075945596	-0.208797899767031	-0.812211234374106	"turquoise"
"867"	54626001.72	58842434.12	56164502.91	32583479.29	37223335.9	34211319.08	36638192.29	28971071.18	30031783.92	32175419.87	0.990148234558327	-0.942674126093333	-0.675912230846254	-0.207867549751953	-0.810396112921443	"turquoise"
"868"	55667375.36	57591859.32	54727843.63	31971270.05	33698774.27	35853048.04	44568074.88	28379066.71	30442907.77	33595680.31	0.963351893886625	-0.941277156372804	-0.70183332437999	-0.191921711524423	-0.786267028094588	"turquoise"
"869"	55231904.43	58795349.57	57301152.17	32230323.39	36937917.97	33825253.79	38368380.03	28133198.27	29847753.87	33886447.55	0.989897702332471	-0.955726568621125	-0.683875322697243	-0.215755919030546	-0.817952671846301	"turquoise"
"870"	1735064.25	1666901.62	1580542.44	815447.74	893447.56	834715.6	948708.71	707108.11	760280.21	833640.08	0.98955580865683	-0.940923765908493	-0.634214157403051	-0.279623309590853	-0.852098605792683	"turquoise"
"871"	592614.23	540651.34	581114.32	315446.99	316617.88	289260.11	336489.25	273004.33	275670.11	293669.43	0.988241963946996	-0.934402761881498	-0.624854512696158	-0.285636815927482	-0.853792747349361	"turquoise"
"872"	2043074.43	1588940.01	1967045.79	730189.76	854296.47	659458.06	911561.16	569288.18	651377.91	708175.24	0.973594361732468	-0.921358682187135	-0.621629607934428	-0.281246809874598	-0.842939624541293	"turquoise"
"873"	2798297.67	2773593.38	2972544.98	1292561.99	1377862.14	1124854.43	1709264.66	1087947.64	1043282.57	1246137.8	0.985544919773599	-0.943243061205544	-0.647173318287832	-0.267901776796458	-0.845511501914356	"turquoise"
"874"	624463.39	617116.99	638436.73	344421.06	376714.95	362360	407221.36	292228.18	315747.45	333300.26	0.993995666184377	-0.948568224775079	-0.684442933903157	-0.213243559944407	-0.816699030404148	"turquoise"
"875"	78312.77	85705.13	90343.77	43031.17	51060.7	44153.31	59611.33	37567	43889.75	49999.86	0.962561122294862	-0.93400808090718	-0.645073531766966	-0.26395949752952	-0.836804741236027	"turquoise"
"876"	3044183.86	3245582.46	2325499.25	1269617.18	1969705.1	1357775.74	1388634.4	1104298.84	978995.55	1081995.7	0.937793892656891	-0.88186166808847	-0.668199730550652	-0.126120609048828	-0.717420346563655	"turquoise"
"877"	2387077.89	2262262.14	2299902.89	1592009.12	1638458.44	1541212.81	1615949.84	1522198.4	1495286.27	1572702.59	0.986316368644974	-0.929942863867464	-0.602630116200689	-0.306453618783035	-0.862623536530063	"turquoise"
"878"	164983.63	157014.82	166444.78	83744.02	86085.48	76385.36	88697.79	63134.7	70573.35	80049.63	0.993446848666846	-0.950095849371259	-0.653014928527317	-0.257250538753768	-0.843551624740449	"turquoise"
"879"	18956795.97	18163117.84	18080649.02	11506886.43	11550228.08	10456594.65	12047054.69	7371466.15	8170855.49	9585945.34	0.993342371982096	-0.972754197798182	-0.780251545072353	-0.0820451348963048	-0.73695490611455	"turquoise"
"880"	28820154.84	28452624.11	26115935.33	14856632.22	14872102.19	15110001.23	17972004.22	12799659.15	13039234.84	15320968.91	0.985526452159838	-0.952107904397798	-0.653916079529741	-0.264051800076942	-0.839946135518685	"turquoise"
"881"	174191.21	193415.51	207809.84	104308.17	91816.8	75799.41	91795.27	111498.79	108692.84	144424.36	0.83749874919049	-0.800530843640586	-0.301589506842133	-0.5888560077268	-0.942087310889774	"turquoise"
"882"	304655.47	310856.94	289519.44	233039.2	216592.26	241227.55	223423.96	182572.78	194687.45	203880.05	0.965463779826286	-0.94031623114422	-0.774013104826353	-0.0352721959231166	-0.681981264203936	"turquoise"
"883"	6061348.98	5941788.94	5977856.95	4061651.34	4355021.28	3785424.73	4332801.84	3864074.75	3947417.06	4093410.27	0.983415178184402	-0.928785975682676	-0.601872933811119	-0.316764196290018	-0.874485295326913	"turquoise"
"884"	49931438.95	47898840.13	50282939.68	34808820.61	34892790.49	34919192.48	37066289.33	30446704.55	31255285.77	35143705.39	0.992562661919077	-0.971210749399041	-0.699095608250488	-0.207723617392193	-0.811470673089901	"turquoise"
"885"	16052601.65	13092463.5	16611238.72	4586375.73	5133221.63	4662289.78	6940995.99	3859441.77	4609586.62	4655406.1	0.969818346465118	-0.911489455471966	-0.593943800078577	-0.317831405960484	-0.862838814748398	"turquoise"
"886"	8246467.01	8300808.03	7462159.68	3365726.63	3292157.2	3262056.16	3962552.35	2942679.48	2904770.05	3492146.55	0.98174282527775	-0.933181642461554	-0.597620382684589	-0.323532238192518	-0.871885462076919	"turquoise"
"887"	20233.88	25139.17	22333.67	23653.99	31295.16	23116.3	24366.95	10462.41	7152.67	8855.61	0.449963489253301	-0.482752397383479	-0.859462036307161	0.741593472483447	0.145632560770479	"turquoise"
"888"	50504.21	51429.51	49141.4	37502.27	38737.77	35791.32	37378.31	31871.42	31881.88	34287.63	0.994185946600113	-0.960418197995402	-0.743155934654629	-0.114094677377038	-0.753850038780643	"turquoise"
"889"	3449545.64	3095381.59	2911602.76	1200407.42	1557027.97	1274674.49	1413503.75	951985.04	1007590.02	1163305.25	0.987349973289588	-0.93525034601563	-0.651174966573227	-0.239713401627978	-0.823220363679451	"turquoise"
"890"	390800.3	353904	397264.08	187986.55	207281.35	182256.11	213988.92	198500.76	200343.96	194619.39	0.962142590988302	-0.886547645046324	-0.52359325906607	-0.390374432107016	-0.899729579204629	"turquoise"
"891"	90416.8	92247.08	89726	111744.74	97841.55	109994.72	86744.13	60460.07	64891.9	68228.45	0.320183266667618	-0.381520651779521	-0.812513550208085	0.833338155999727	0.298269220086527	"turquoise"
"892"	157730.96	107728	147383.83	45166.97	84292.94	47401.48	77214.91	46963.55	60739.28	44167.15	0.916757813664667	-0.840064418724972	-0.584343492447487	-0.256352731401223	-0.792195927197438	"turquoise"
"893"	117735.33	121704.77	127579.23	112058.74	103702.25	112737.17	99166.84	61847.01	71598.87	77745.04	0.796920006777163	-0.819879120661329	-0.946412299145259	0.42131421056117	-0.29124172726231	"turquoise"
"894"	1031831.05	796920.23	920048.19	419449.37	446996.5	340571.92	386588.17	386034.99	439398.05	498324.44	0.931382528334719	-0.874988041615525	-0.481234292824325	-0.428470721545299	-0.902954683689849	"turquoise"
"895"	70410.57	81804.78	83184.69	74254.76	61401.06	63854.86	77475.51	43969.78	50665.9	53980.67	0.764271363298566	-0.804287063339469	-0.887705316044112	0.305011247341493	-0.35798407398934	"turquoise"
"896"	48932.44	70881.9	30271.02	18111.42	33170.49	14992.64	13628.16	10945.12	11438.79	14415.58	0.835475282093739	-0.786720938393623	-0.577000947696761	-0.128067753211465	-0.653693275026436	"turquoise"
"897"	1089291.46	962171.81	1292194.54	522003.24	442857.19	439927.49	670569.26	525013.96	499528.1	525646.79	0.923904807269664	-0.866532820355481	-0.511129311311515	-0.391214368211873	-0.876878249134546	"turquoise"
"898"	597591.82	734053	456491.88	228744.31	373920.54	191578.99	264070.65	186414.37	203594.58	218212.14	0.914766951435319	-0.859530220614558	-0.600775262674956	-0.211401341574551	-0.762839668512312	"turquoise"
"899"	1525900.69	1429918.07	1466084.32	990646.58	948587.54	921432.12	941241.86	666824.72	669077.71	772386.37	0.988852222875814	-0.962702518279513	-0.785717121609308	-0.0487789679884029	-0.707093049010231	"turquoise"
"900"	542314.39	494575.05	533653.28	309285.62	329164.17	289673.24	327835.17	244654.07	259672.04	287838.21	0.994432917584778	-0.954770890265107	-0.69240711371207	-0.201114140661023	-0.808830146597583	"turquoise"
"901"	192778.11	179158.44	183272.04	112336.24	100123.4	105881.9	129078.04	106418.97	109671.66	111808.98	0.961391880728911	-0.907738600910326	-0.556508158764512	-0.376327081690894	-0.892556281000973	"turquoise"
"902"	51001.46	53880.77	53044.12	44732.83	42521.21	47448.58	46149.2	36511.91	34005.39	40031.6	0.891601181195447	-0.919940577304787	-0.891636199842834	0.200523313754245	-0.482433498710872	"turquoise"
"903"	223106.82	207008.99	211086.72	134761.63	138871.27	130397.34	147773.27	140827.99	147387.31	130983.89	0.945885452329445	-0.85209898896691	-0.485898049776838	-0.421490322977297	-0.908533641862234	"turquoise"
"904"	2576931	2591442.15	2474370.76	2006777.5	1934317.24	1959730.5	2011869.41	1655345.15	1634881.85	1853462.23	0.985163713758877	-0.978917555775911	-0.792398283614801	-0.0544391497566531	-0.70901924455796	"turquoise"
"905"	5426095.37	5079216.21	5321285.04	2800155.94	2298235.8	2406002.26	3521521.83	2862513.21	2428781.17	3047553.84	0.943997795289263	-0.907429975396114	-0.528305790372083	-0.409545131138188	-0.89833744058212	"turquoise"
"906"	4186434.58	3880841.44	4149540.59	1808082.26	1722590.44	1561354.98	2143503.96	2028950.4	1864005.57	1907370.64	0.951140513855736	-0.878942043030178	-0.482964274713326	-0.445221601011516	-0.924453184506253	"turquoise"
"907"	359438.86	337588.5	348952.33	264011.49	289749.22	223425.3	238782.7	219914.39	238266.12	228667.18	0.948893829773562	-0.883560646603119	-0.655192145959316	-0.159547417115366	-0.756066894328541	"turquoise"
"908"	1042026.59	1047020.01	1021924.32	620186.16	679782.74	607887.2	720317.5	730444.84	754622.52	691021.3	0.90078398405504	-0.801957102801276	-0.361717616714029	-0.552064880746077	-0.960922344220578	"turquoise"
"909"	72942.51	59662.03	63224.49	53550.22	55031.88	51037.28	52768.86	37485.48	41629.69	44116.96	0.898921149741545	-0.897590089712588	-0.862549619146776	0.149946073891235	-0.527570102213377	"turquoise"
"910"	373674.32	359083.68	358424.19	245232.69	271110.85	248204.05	267872.92	230578.54	243669.97	237523.57	0.987485168423291	-0.924456469350229	-0.652405771482327	-0.238107608512971	-0.827160540393637	"turquoise"
